Name,Given Name,Additional Name,Family Name,Yomi Name,Given Name Yomi,Additional Name Yomi,Family Name Yomi,Name Prefix,Name Suffix,Initials,Nickname,Short Name,Maiden Name,Birthday,Gender,Location,Billing Information,Directory Server,Mileage,Occupation,Hobby,Sensitivity,Priority,Subject,Notes,Group Membership,Phone 1 - Type,Phone 1 - Value 
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879999
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879998
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879997
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879996
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879995
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879994
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879993
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879992
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879991
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879990
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879989
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879988
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879987
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879986
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879985
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879984
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879983
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879982
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879981
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879980
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879979
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879978
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879977
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879976
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879975
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879974
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879973
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879972
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879971
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879970
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879969
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879968
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879967
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879966
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879965
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879964
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879963
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879962
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879961
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879960
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879959
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879958
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879957
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879956
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879955
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879954
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879953
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879952
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879951
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879950
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879949
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879948
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879947
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879946
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879945
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879944
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879943
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879942
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879941
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879940
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879939
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879938
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879937
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879936
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879935
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879934
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879933
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879932
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879931
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879930
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879929
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879928
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879927
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879926
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169879925
