Name,Given Name,Additional Name,Family Name,Yomi Name,Given Name Yomi,Additional Name Yomi,Family Name Yomi,Name Prefix,Name Suffix,Initials,Nickname,Short Name,Maiden Name,Birthday,Gender,Location,Billing Information,Directory Server,Mileage,Occupation,Hobby,Sensitivity,Priority,Subject,Notes,Group Membership,Phone 1 - Type,Phone 1 - Value 
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859999
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859998
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859997
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859996
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859995
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859994
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859993
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859992
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859991
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859990
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859989
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859988
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859987
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859986
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859985
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859984
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859983
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859982
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859981
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859980
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859979
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859978
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859977
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859976
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859975
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859974
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859973
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859972
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859971
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859970
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859969
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859968
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859967
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859966
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859965
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859964
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859963
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859962
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169859961
