Name,Given Name,Additional Name,Family Name,Yomi Name,Given Name Yomi,Additional Name Yomi,Family Name Yomi,Name Prefix,Name Suffix,Initials,Nickname,Short Name,Maiden Name,Birthday,Gender,Location,Billing Information,Directory Server,Mileage,Occupation,Hobby,Sensitivity,Priority,Subject,Notes,Group Membership,Phone 1 - Type,Phone 1 - Value 
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919999
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919998
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919997
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919996
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919995
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919994
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919993
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919992
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919991
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919990
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919989
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919988
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919987
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919986
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919985
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919984
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919983
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919982
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919981
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919980
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919979
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919978
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919977
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919976
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919975
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919974
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919973
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919972
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919971
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919970
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919969
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919968
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919967
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919966
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919965
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919964
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919963
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919962
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919961
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919960
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919959
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919958
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919957
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919956
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919955
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919954
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919953
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919952
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919951
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919950
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919949
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919948
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919947
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919946
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919945
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919944
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919943
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919942
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919941
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919940
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919939
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919938
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919937
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919936
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919935
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169919934
