Name,Given Name,Additional Name,Family Name,Yomi Name,Given Name Yomi,Additional Name Yomi,Family Name Yomi,Name Prefix,Name Suffix,Initials,Nickname,Short Name,Maiden Name,Birthday,Gender,Location,Billing Information,Directory Server,Mileage,Occupation,Hobby,Sensitivity,Priority,Subject,Notes,Group Membership,Phone 1 - Type,Phone 1 - Value 
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979999
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979998
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979997
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979996
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979995
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979994
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979993
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979992
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979991
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979990
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979989
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979988
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979987
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979986
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979985
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979984
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979983
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979982
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979981
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979980
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979979
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979978
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979977
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979976
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979975
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979974
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979973
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979972
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979971
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979970
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979969
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979968
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979967
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979966
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979965
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979964
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979963
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979962
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169979961
