Name,Given Name,Additional Name,Family Name,Yomi Name,Given Name Yomi,Additional Name Yomi,Family Name Yomi,Name Prefix,Name Suffix,Initials,Nickname,Short Name,Maiden Name,Birthday,Gender,Location,Billing Information,Directory Server,Mileage,Occupation,Hobby,Sensitivity,Priority,Subject,Notes,Group Membership,Phone 1 - Type,Phone 1 - Value 
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939999
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939998
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939997
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939996
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939995
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939994
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939993
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939992
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939991
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939990
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939989
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939988
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939987
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939986
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939985
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939984
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939983
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939982
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939981
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939980
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939979
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939978
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939977
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939976
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939975
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939974
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939973
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939972
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939971
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939970
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939969
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939968
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939967
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939966
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939965
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939964
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939963
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939962
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939961
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939960
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939959
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939958
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939957
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939956
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939955
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939954
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939953
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939952
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939951
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939950
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939949
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939948
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939947
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939946
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939945
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939944
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939943
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939942
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939941
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939940
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939939
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939938
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939937
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939936
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939935
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939934
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939933
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939932
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939931
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939930
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939929
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939928
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939927
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939926
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939925
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939924
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939923
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939922
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939921
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939920
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939919
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939918
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939917
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939916
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939915
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939914
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939913
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939912
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939911
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939910
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939909
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939908
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939907
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939906
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939905
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939904
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939903
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939902
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939901
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939900
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939899
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939898
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939897
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939896
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939895
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939894
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939893
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939892
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939891
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169939890
