Name,Given Name,Additional Name,Family Name,Yomi Name,Given Name Yomi,Additional Name Yomi,Family Name Yomi,Name Prefix,Name Suffix,Initials,Nickname,Short Name,Maiden Name,Birthday,Gender,Location,Billing Information,Directory Server,Mileage,Occupation,Hobby,Sensitivity,Priority,Subject,Notes,Group Membership,Phone 1 - Type,Phone 1 - Value 
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819999
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819998
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819997
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819996
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819995
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819994
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819993
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819992
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819991
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819990
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819989
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819988
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819987
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819986
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819985
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819984
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819983
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819982
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819981
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819980
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819979
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819978
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819977
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819976
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819975
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819974
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819973
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819972
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819971
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819970
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819969
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819968
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819967
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819966
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819965
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819964
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819963
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819962
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819961
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819960
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819959
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819958
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819957
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819956
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819955
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819954
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819953
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819952
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819951
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819950
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819949
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819948
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819947
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819946
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819945
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819944
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819943
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169819942
