Name,Given Name,Additional Name,Family Name,Yomi Name,Given Name Yomi,Additional Name Yomi,Family Name Yomi,Name Prefix,Name Suffix,Initials,Nickname,Short Name,Maiden Name,Birthday,Gender,Location,Billing Information,Directory Server,Mileage,Occupation,Hobby,Sensitivity,Priority,Subject,Notes,Group Membership,Phone 1 - Type,Phone 1 - Value 
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959999
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959998
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959997
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959996
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959995
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959994
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959993
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959992
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959991
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959990
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959989
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959988
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959987
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959986
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959985
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959984
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959983
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959982
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959981
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959980
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959979
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959978
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959977
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959976
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959975
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959974
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959973
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959972
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959971
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959970
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959969
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959968
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959967
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959966
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959965
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959964
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959963
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959962
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959961
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959960
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959959
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959958
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959957
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959956
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959955
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959954
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959953
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959952
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959951
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959950
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959949
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959948
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959947
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959946
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959945
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959944
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959943
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959942
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959941
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959940
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959939
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959938
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959937
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959936
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959935
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959934
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959933
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959932
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959931
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959930
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959929
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959928
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959927
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959926
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959925
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959924
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959923
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959922
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959921
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959920
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959919
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959918
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959917
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959916
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959915
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959914
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959913
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959912
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959911
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959910
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959909
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959908
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959907
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959906
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959905
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959904
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959903
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959902
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959901
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959900
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959899
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959898
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959897
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959896
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959895
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959894
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959893
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959892
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959891
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959890
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959889
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959888
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959887
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959886
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959885
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959884
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959883
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959882
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959881
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959880
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959879
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959878
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959877
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959876
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959875
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959874
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959873
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959872
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959871
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959870
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959869
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959868
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959867
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959866
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959865
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169959864
