Name,Given Name,Additional Name,Family Name,Yomi Name,Given Name Yomi,Additional Name Yomi,Family Name Yomi,Name Prefix,Name Suffix,Initials,Nickname,Short Name,Maiden Name,Birthday,Gender,Location,Billing Information,Directory Server,Mileage,Occupation,Hobby,Sensitivity,Priority,Subject,Notes,Group Membership,Phone 1 - Type,Phone 1 - Value 
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839999
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839998
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839997
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839996
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839995
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839994
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839993
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839992
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839991
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839990
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839989
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839988
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839987
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839986
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839985
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839984
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839983
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839982
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839981
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839980
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839979
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839978
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839977
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839976
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839975
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839974
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839973
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839972
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839971
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839970
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839969
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839968
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839967
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839966
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839965
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839964
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839963
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839962
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839961
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839960
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839959
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839958
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839957
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839956
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839955
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839954
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839953
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839952
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839951
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839950
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839949
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839948
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839947
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839946
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839945
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839944
,,,,,,,,,,,,,,,,,,,,,,,,,, My Contacts,,4169839943
